id,title,price,rating,availability,category,image_url,product_page_url
780,Shopaholic & Baby (Shopaholic #5),46.45,2,In stock (3 available),Default,https://books.toscrape.com/media/cache/75/b1/75b1b239670c929c4e17b9a67ebb6272.jpg,https://books.toscrape.com/catalogue/shopaholic-baby-shopaholic-5_221/index.html
781,Seven Days in the Art World,52.33,2,In stock (3 available),Add a comment,https://books.toscrape.com/media/cache/92/2f/922f6fcd3282a0da76cc14fc13ae2411.jpg,https://books.toscrape.com/catalogue/seven-days-in-the-art-world_220/index.html
782,Seven Brief Lessons on Physics,30.6,4,In stock (3 available),Science,https://books.toscrape.com/media/cache/ae/f9/aef933758e39ba5e4327b2152478bb1a.jpg,https://books.toscrape.com/catalogue/seven-brief-lessons-on-physics_219/index.html
783,Scarlet (The Lunar Chronicles #2),14.57,4,In stock (3 available),Young Adult,https://books.toscrape.com/media/cache/97/04/9704e3b9203e9b029134d0b86c17613b.jpg,https://books.toscrape.com/catalogue/scarlet-the-lunar-chronicles-2_218/index.html
784,Sarah's Key,46.29,1,In stock (3 available),Add a comment,https://books.toscrape.com/media/cache/36/94/3694ded38770738af6a6959636124331.jpg,https://books.toscrape.com/catalogue/sarahs-key_217/index.html
785,"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,5,In stock (3 available),Sequential Art,https://books.toscrape.com/media/cache/55/89/5589eb7a8127d04add1c4205186d91d4.jpg,https://books.toscrape.com/catalogue/saga-volume-3-saga-collected-editions-3_216/index.html
786,Running with Scissors,12.91,4,In stock (3 available),Autobiography,https://books.toscrape.com/media/cache/4c/e1/4ce1ed40df359e001020e1ea55674381.jpg,https://books.toscrape.com/catalogue/running-with-scissors_215/index.html
787,Rogue Lawyer (Rogue Lawyer #1),50.11,3,In stock (3 available),Add a comment,https://books.toscrape.com/media/cache/2d/d0/2dd096d0fa0af96560c16aeffea83d4a.jpg,https://books.toscrape.com/catalogue/rogue-lawyer-rogue-lawyer-1_214/index.html
788,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,4,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/1c/41/1c41d9cb63d3627fc60a1f3ba42da963.jpg,https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html
789,Rework,44.88,2,In stock (3 available),Business,https://books.toscrape.com/media/cache/12/23/12233a9d0bf8187a988c27c6a54b3d31.jpg,https://books.toscrape.com/catalogue/rework_212/index.html
790,Reservations for Two,11.1,3,In stock (3 available),Romance,https://books.toscrape.com/media/cache/7a/13/7a13d10c37d4b975145bfa493f69fbf0.jpg,https://books.toscrape.com/catalogue/reservations-for-two_211/index.html
791,Red: The True Story of Red Riding Hood,28.54,3,In stock (3 available),Childrens,https://books.toscrape.com/media/cache/9d/dd/9ddd21ce54bf11eb84bf6986decb9915.jpg,https://books.toscrape.com/catalogue/red-the-true-story-of-red-riding-hood_210/index.html
792,Ready Player One,19.07,4,In stock (3 available),Science Fiction,https://books.toscrape.com/media/cache/b9/af/b9afd75c09ff7bf82c9a158a34cb993d.jpg,https://books.toscrape.com/catalogue/ready-player-one_209/index.html
793,Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,1,In stock (3 available),Default,https://books.toscrape.com/media/cache/15/fd/15fd39b56579a9038ad1233ceb91951d.jpg,https://books.toscrape.com/catalogue/quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html
794,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,3,In stock (3 available),Sequential Art,https://books.toscrape.com/media/cache/1b/8b/1b8b733db667fc3a7bbca0d65fa078f1.jpg,https://books.toscrape.com/catalogue/prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html
795,Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,1,In stock (3 available),Sequential Art,https://books.toscrape.com/media/cache/9d/5f/9d5f4a231a2ee898ed76f603b3e40163.jpg,https://books.toscrape.com/catalogue/persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html
796,Packing for Mars: The Curious Science of Life in the Void,56.68,2,In stock (3 available),Default,https://books.toscrape.com/media/cache/f1/33/f13365561defe8ad6f80c26d2216633c.jpg,https://books.toscrape.com/catalogue/packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html
797,Outliers: The Story of Success,14.16,1,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/7c/7f/7c7f3a48d03cdbdd87c07482711b72f9.jpg,https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html
798,Original Fake,31.45,3,In stock (3 available),Sequential Art,https://books.toscrape.com/media/cache/39/99/3999845b6800427aad3d45041586a171.jpg,https://books.toscrape.com/catalogue/original-fake_203/index.html
799,Orange Is the New Black,24.61,2,In stock (3 available),Default,https://books.toscrape.com/media/cache/c4/cf/c4cf1668dcb49c698e8cc2c6553b1237.jpg,https://books.toscrape.com/catalogue/orange-is-the-new-black_202/index.html
800,One for the Money (Stephanie Plum #1),32.87,2,In stock (3 available),Default,https://books.toscrape.com/media/cache/3f/7a/3f7a775ec9fe618e122e3d3b4f91dc22.jpg,https://books.toscrape.com/catalogue/one-for-the-money-stephanie-plum-1_201/index.html
801,Notes from a Small Island (Notes From a Small Island #1),40.17,1,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/8f/40/8f40ba4f73d2c70e0ccc15d77dc3c220.jpg,https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html
802,Night (The Night Trilogy #1),13.51,1,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/b2/45/b245b0b715de260634e66a05a024cc52.jpg,https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html
803,Neither Here nor There: Travels in Europe,38.95,3,In stock (3 available),Travel,https://books.toscrape.com/media/cache/c9/9a/c99a7a05537cd842eb4db83d537e3a4d.jpg,https://books.toscrape.com/catalogue/neither-here-nor-there-travels-in-europe_198/index.html
804,Naked,31.69,3,In stock (3 available),Humor,https://books.toscrape.com/media/cache/80/2b/802b92421a7314b0a6afef8a9754cf5c.jpg,https://books.toscrape.com/catalogue/naked_197/index.html
805,Morning Star (Red Rising #3),29.4,1,In stock (3 available),Default,https://books.toscrape.com/media/cache/53/4b/534bffd5988b0ddf6b587de76fa63d9a.jpg,https://books.toscrape.com/catalogue/morning-star-red-rising-3_196/index.html
806,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,1,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/60/cd/60cda3c756f14ef6625b979cfeb230ea.jpg,https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html
807,Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,2,In stock (3 available),Fantasy,https://books.toscrape.com/media/cache/cd/65/cd65e4ee648ae23f6cdafb41e4948d6e.jpg,https://books.toscrape.com/catalogue/midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html
808,Me Talk Pretty One Day,57.6,2,In stock (3 available),Autobiography,https://books.toscrape.com/media/cache/61/b2/61b220c2079a45a7975a397c8849e00e.jpg,https://books.toscrape.com/catalogue/me-talk-pretty-one-day_193/index.html
809,Manuscript Found in Accra,34.98,2,In stock (3 available),Add a comment,https://books.toscrape.com/media/cache/d9/54/d9540861f39f0b181b3fb13d57025f0c.jpg,https://books.toscrape.com/catalogue/manuscript-found-in-accra_192/index.html
810,Lust & Wonder,11.87,2,In stock (3 available),Autobiography,https://books.toscrape.com/media/cache/25/1c/251ce4355601534338a646f2b63be93a.jpg,https://books.toscrape.com/catalogue/lust-wonder_191/index.html
811,Lila (Gilead #3),12.47,3,In stock (3 available),Fiction,https://books.toscrape.com/media/cache/9b/37/9b37bcfb1a44dabbef36f5bf899df4b0.jpg,https://books.toscrape.com/catalogue/lila-gilead-3_190/index.html
812,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,2,In stock (3 available),Science Fiction,https://books.toscrape.com/media/cache/54/ca/54cac05a3026d35e713133a1fe49f6c8.jpg,https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html
813,Life Without a Recipe,59.04,5,In stock (3 available),Autobiography,https://books.toscrape.com/media/cache/9e/4f/9e4fb935df3113056cc9bdee6cd09ea6.jpg,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html
814,Life After Life,26.13,2,In stock (3 available),Default,https://books.toscrape.com/media/cache/60/4b/604b6a188b8ad3cfaeda67039399fcb6.jpg,https://books.toscrape.com/catalogue/life-after-life_187/index.html
815,Letter to a Christian Nation,22.2,1,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/88/21/8821ea9cd21326e41e095619b822a4a8.jpg,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html
816,Let's Pretend This Never Happened: A Mostly True Memoir,45.11,1,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/f5/8a/f58a15a50b2d70a4a8fd4fa6485a7009.jpg,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html
817,Legend (Legend #1),43.69,4,In stock (3 available),Young Adult,https://books.toscrape.com/media/cache/57/8f/578f1512a0f0a9d3c2ab9543f7b4506f.jpg,https://books.toscrape.com/catalogue/legend-legend-1_184/index.html
818,"Lean In: Women, Work, and the Will to Lead",25.02,1,In stock (3 available),Default,https://books.toscrape.com/media/cache/c2/4f/c24fc1d77ec9dd6e0c863484041c482f.jpg,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html
819,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,5,In stock (3 available),Humor,https://books.toscrape.com/media/cache/c4/69/c469440eeffdd84ac3f4b09bd575c548.jpg,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html
820,Lady Renegades (Rebel Belle #3),53.04,5,In stock (3 available),Young Adult,https://books.toscrape.com/media/cache/86/36/8636b9056ea6930c153cd1d5b4aed36a.jpg,https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html
821,Jurassic Park (Jurassic Park #1),44.97,1,In stock (3 available),Fiction,https://books.toscrape.com/media/cache/26/9e/269e8962f39f359559a46cae86576128.jpg,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html
822,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,1,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/27/f5/27f54466115767b767133ee034543cb5.jpg,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html
823,Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,3,In stock (3 available),Default,https://books.toscrape.com/media/cache/80/4f/804fbcee4a4afa6498badaa12709c049.jpg,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html
824,Into the Wild,56.7,5,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/de/c9/dec9168a8a3876b60feedb68aeb0225b.jpg,https://books.toscrape.com/catalogue/into-the-wild_177/index.html
825,Inferno (Robert Langdon #4),41.0,5,In stock (3 available),Fiction,https://books.toscrape.com/media/cache/ec/15/ec15a39e6f193636635f20a7354b08f6.jpg,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html
826,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,3,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/b5/a2/b5a295c15ac586c6daa84e6e20f47b06.jpg,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html
827,If I Run (If I Run #1),49.97,4,In stock (3 available),Christian Fiction,https://books.toscrape.com/media/cache/54/17/54179d9af49616b1ef35a0bb23294b14.jpg,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html
828,I've Got Your Number,19.69,1,In stock (3 available),Womens Fiction,https://books.toscrape.com/media/cache/3d/40/3d407a69fe55223fb4cfec577a9a8ee2.jpg,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html
829,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,2,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/69/07/69077c48327b2702f44adc035fcc1ce4.jpg,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
830,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,3,In stock (3 available),Food and Drink,https://books.toscrape.com/media/cache/54/63/54630f76b730d2d00dc8d75921992af2.jpg,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html
831,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,2,In stock (3 available),History,https://books.toscrape.com/media/cache/f5/b7/f5b783f6cfdfe30895d912f9e337bb22.jpg,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html
832,House of Leaves,54.89,1,In stock (3 available),Horror,https://books.toscrape.com/media/cache/20/c2/20c2ff61355569b4f84e2f847e37db25.jpg,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html
833,Horrible Bear!,37.52,2,In stock (3 available),Childrens,https://books.toscrape.com/media/cache/9f/9c/9f9c8afb3befd7ab2629c76983445766.jpg,https://books.toscrape.com/catalogue/horrible-bear_168/index.html
834,Holidays on Ice,51.07,2,In stock (3 available),Humor,https://books.toscrape.com/media/cache/57/4c/574cbab555bb7d21e50b20267383e45d.jpg,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html
835,Heir to the Sky,44.07,4,In stock (3 available),Fantasy,https://books.toscrape.com/media/cache/36/39/36393f3294ab28afe4a2117fc987be75.jpg,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html
836,Green Eggs and Ham (Beginner Books B-16),10.79,4,In stock (3 available),Childrens,https://books.toscrape.com/media/cache/38/91/38916e718a4a117d62cbb8e10c7443ff.jpg,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html
837,"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,1,In stock (3 available),Sequential Art,https://books.toscrape.com/media/cache/a9/10/a9105d5dbdc6a339c21d6635b3dc1697.jpg,https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html
838,Gratitude,26.66,5,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/56/73/5673fea5d08ad840ade774146ce07b28.jpg,https://books.toscrape.com/catalogue/gratitude_163/index.html
839,Gone Girl,37.6,5,In stock (3 available),Default,https://books.toscrape.com/media/cache/73/21/7321b201d1c51a1c3b777a72c4bc0ea9.jpg,https://books.toscrape.com/catalogue/gone-girl_162/index.html
840,Golden (Heart of Dread #3),42.21,4,In stock (3 available),Young Adult,https://books.toscrape.com/media/cache/c2/8b/c28ba565e29fd6879ccf4738fbf06696.jpg,https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html
841,Girl in the Blue Coat,46.83,2,In stock (3 available),Historical Fiction,https://books.toscrape.com/media/cache/15/ea/15eaabd188af8916c4a37d135f7b8952.jpg,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html
842,"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,2,In stock (3 available),Sequential Art,https://books.toscrape.com/media/cache/85/d2/85d2821dbc2d274f516582449199015e.jpg,https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html
843,"Friday Night Lights: A Town, a Team, and a Dream",51.22,3,In stock (3 available),Sports and Games,https://books.toscrape.com/media/cache/89/e8/89e87f1e98993377949855563aa1f982.jpg,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html
844,Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,4,In stock (3 available),Add a comment,https://books.toscrape.com/media/cache/33/fb/33fba23401f34bd8cd5287f5ca640502.jpg,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html
845,Fifty Shades Freed (Fifty Shades #3),15.36,5,In stock (3 available),Adult Fiction,https://books.toscrape.com/media/cache/f4/07/f407d3bbf457d35701dfe72ee9ef3b68.jpg,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html
846,Fellside,38.62,1,In stock (3 available),Default,https://books.toscrape.com/media/cache/cc/06/cc0645a0e77fc831377456199f9e0a94.jpg,https://books.toscrape.com/catalogue/fellside_155/index.html
847,Extreme Prey (Lucas Davenport #26),25.4,3,In stock (3 available),Mystery,https://books.toscrape.com/media/cache/0a/b2/0ab24d35793497f6a72137191b91659e.jpg,https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html
848,Eragon (The Inheritance Cycle #1),43.87,3,In stock (3 available),Fantasy,https://books.toscrape.com/media/cache/8e/5a/8e5a6639c7e2f9b59ff15f04a3b055e1.jpg,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html
849,Eclipse (Twilight #3),18.74,1,In stock (3 available),Default,https://books.toscrape.com/media/cache/cf/04/cf0433b690aab40a7ceddb682c90a54b.jpg,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html
850,Dune (Dune #1),54.86,1,In stock (3 available),Science Fiction,https://books.toscrape.com/media/cache/63/a9/63a9a4e0c8e3c6ee2075a766b873cd31.jpg,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html
851,Dracula,52.62,3,In stock (3 available),Default,https://books.toscrape.com/media/cache/16/0e/160e4bca2350f51d5ec2fe4a0f88543a.jpg,https://books.toscrape.com/catalogue/dracula_150/index.html
852,Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,1,In stock (3 available),Science Fiction,https://books.toscrape.com/media/cache/c7/a3/c7a3d04df9cbc857b149cd76d32e3030.jpg,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html
853,Disrupted: My Misadventure in the Start-Up Bubble,15.28,5,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/b7/2e/b72ee05aebe1a2563e30582a35bb5372.jpg,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html
854,Dead Wake: The Last Crossing of the Lusitania,39.24,5,In stock (3 available),Default,https://books.toscrape.com/media/cache/18/6b/186b3ff364117b6771a99d18b944e801.jpg,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html
855,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,1,In stock (3 available),Default,https://books.toscrape.com/media/cache/e5/2a/e52aa0bc6f8fcf894ffbe132b68f903e.jpg,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html
856,Darkfever (Fever #1),56.02,1,In stock (3 available),Fantasy,https://books.toscrape.com/media/cache/f2/53/f253cb694eae2cc512e395f2d54eefd5.jpg,https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html
857,Dark Places,23.9,5,In stock (3 available),Default,https://books.toscrape.com/media/cache/48/77/48772730eb8ab688bcded3c230049e60.jpg,https://books.toscrape.com/catalogue/dark-places_144/index.html
858,Crazy Rich Asians (Crazy Rich Asians #1),49.13,5,In stock (3 available),Fiction,https://books.toscrape.com/media/cache/05/37/053789bf4a9b520bf76fc9eea14e780e.jpg,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html
859,Counting Thyme,10.62,1,In stock (3 available),Childrens,https://books.toscrape.com/media/cache/1a/53/1a53aab1bf630cb7da16181d405987cc.jpg,https://books.toscrape.com/catalogue/counting-thyme_142/index.html
860,Cosmos,36.17,2,In stock (3 available),Add a comment,https://books.toscrape.com/media/cache/e9/6e/e96eeedd915f4af106df0977404a0b8f.jpg,https://books.toscrape.com/catalogue/cosmos_141/index.html
861,Civilization and Its Discontents,59.95,2,In stock (3 available),Psychology,https://books.toscrape.com/media/cache/5c/27/5c2728296f41f2f0fb52142e35f49570.jpg,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html
862,Cinder (The Lunar Chronicles #1),26.09,1,In stock (3 available),Young Adult,https://books.toscrape.com/media/cache/55/2d/552d4630bed694b33b042990e30722d3.jpg,https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html
863,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,2,In stock (3 available),Parenting,https://books.toscrape.com/media/cache/3c/b9/3cb9c84d2a6a66f8bb6601d4f33deaa0.jpg,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html
864,Career of Evil (Cormoran Strike #3),24.72,2,In stock (3 available),Mystery,https://books.toscrape.com/media/cache/40/f8/40f897ffbfda6e88e5763c157cfd0930.jpg,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html
865,Breaking Dawn (Twilight #4),35.28,5,In stock (3 available),Default,https://books.toscrape.com/media/cache/7f/14/7f14ab5b29802231676c975915fdaa46.jpg,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html
866,Brave Enough,51.32,5,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/52/f5/52f5c0cb27e1f26b2639ff3f78acf833.jpg,https://books.toscrape.com/catalogue/brave-enough_135/index.html
867,Boy Meets Boy,21.12,3,In stock (3 available),Young Adult,https://books.toscrape.com/media/cache/86/3c/863c3b48499a99392aace127df8b43e5.jpg,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html
868,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,2,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/3a/bd/3abdfc779aede13dbd2eefe34f91dbb1.jpg,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html
869,Blink: The Power of Thinking Without Thinking,21.74,5,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/41/be/41be12dcc78968882b11108acb79d1c7.jpg,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html
870,Black Flags: The Rise of ISIS,40.87,1,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/54/a3/54a3916506dc5bd1a6ea2200a3d0b28f.jpg,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html
871,"Black Butler, Vol. 1 (Black Butler #1)",49.31,1,In stock (3 available),Sequential Art,https://books.toscrape.com/media/cache/86/bb/86bb13ef73474e6e96acea6e5ff44231.jpg,https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html
872,Big Little Lies,22.11,1,In stock (3 available),Fiction,https://books.toscrape.com/media/cache/c5/3f/c53fd6a9300ac091351e3830273a4d42.jpg,https://books.toscrape.com/catalogue/big-little-lies_129/index.html
873,Between Shades of Gray,20.79,5,In stock (3 available),Historical Fiction,https://books.toscrape.com/media/cache/df/45/df45004c7a4c3940946ad09f85805565.jpg,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html
874,Best of My Love (Fool's Gold #20),27.41,2,In stock (3 available),Romance,https://books.toscrape.com/media/cache/c1/0a/c10a83087db24c35f88555f2b8511e9e.jpg,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html
875,Beowulf,38.35,2,In stock (3 available),Classics,https://books.toscrape.com/media/cache/3d/8c/3d8cd7a42d3e57cb10e02f9ab76bd549.jpg,https://books.toscrape.com/catalogue/beowulf_126/index.html
876,Beautiful Creatures (Caster Chronicles #1),21.55,5,In stock (3 available),Default,https://books.toscrape.com/media/cache/82/30/82301a313be5a9ef4cedce8c79a54669.jpg,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html
877,Awkward,38.02,2,In stock (3 available),Sequential Art,https://books.toscrape.com/media/cache/71/82/718278fb0edaa50e1f1930cdd2048d87.jpg,https://books.toscrape.com/catalogue/awkward_124/index.html
878,Ash,22.06,4,In stock (3 available),Fantasy,https://books.toscrape.com/media/cache/20/ea/20ea16f618488e65f6abc5535fa77610.jpg,https://books.toscrape.com/catalogue/ash_123/index.html
879,Are We There Yet?,10.66,3,In stock (3 available),Childrens,https://books.toscrape.com/media/cache/5d/c7/5dc7a906a9257824ae5aca5e33dfb0cd.jpg,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html
880,Are We Smart Enough to Know How Smart Animals Are?,56.58,1,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/18/c1/18c1089811f55295b689bda892628fee.jpg,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html
881,Annie on My Mind,36.83,5,In stock (3 available),Young Adult,https://books.toscrape.com/media/cache/78/2c/782c8d1e4ab324d978c5dadca02e8cd8.jpg,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html
882,And Then There Were None,35.01,2,In stock (3 available),Classics,https://books.toscrape.com/media/cache/6f/b0/6fb0c3064656f888125ab577b6a01867.jpg,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html
883,A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,4,In stock (3 available),Nonfiction,https://books.toscrape.com/media/cache/39/51/3951dc08d449aa692ce82eefb692254e.jpg,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
884,A Visit from the Goon Squad,14.08,5,In stock (3 available),Default,https://books.toscrape.com/media/cache/fb/b0/fbb08b1e3eb34d5401e815e40eab0df9.jpg,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html
885,A Storm of Swords (A Song of Ice and Fire #3),31.22,2,In stock (3 available),Fantasy,https://books.toscrape.com/media/cache/0b/c8/0bc884c23d4204aec7bbf35d5e8849f6.jpg,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html
886,A Heartbreaking Work of Staggering Genius,54.29,5,In stock (3 available),Autobiography,https://books.toscrape.com/media/cache/47/f3/47f3d4f1e85773bf41ba64a036e37994.jpg,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html
887,8 Keys to Mental Health Through Exercise,31.04,1,In stock (3 available),Psychology,https://books.toscrape.com/media/cache/37/5e/375e0267fe12e7aa1f9f7f2bd2711ecb.jpg,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html
888,#GIRLBOSS,50.96,1,In stock (3 available),Add a comment,https://books.toscrape.com/media/cache/4d/3a/4d3a9198fd6fd7b66ad7742b37c7f3ac.jpg,https://books.toscrape.com/catalogue/girlboss_113/index.html
889,"The Suffragettes (Little Black Classics, #96)",11.89,2,In stock (2 available),Nonfiction,https://books.toscrape.com/media/cache/8f/39/8f399ee98cb1a7c77525123b00d4b3e0.jpg,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html
890,The Sense of an Ending,31.38,3,In stock (2 available),Add a comment,https://books.toscrape.com/media/cache/c4/d2/c4d2764a45584960ee18de814191e21a.jpg,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html
891,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,1,In stock (2 available),Sequential Art,https://books.toscrape.com/media/cache/b3/48/b3481a7849a7d98131ced57476bb2f26.jpg,https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html
